මූලික්තවයක්	O
නොදෙන	O
අතර	O
දීර්ඝ	O
කාලීන	O
ආදායම්	O
මාර්ග	O
ලබා	O
දෙන	O
කෘෂිකාර්මික	O
ව්‍යාපෘති	O
කෙරෙහි	O
වැඩි	O
අවධානයක්	O
යොමු	O
කොට	O
ඇති	O
බව	O
ඔවුන්ගේ	O
ඉතිහාසය	O
දෙස	O
බලන	O
කල	O
පෙනී	O
යයි	O
.	O
එකී	O
ගම්මානවල	O
දිළිඳු	O
දරුවන්ගේ	O
අධ්‍යාපනික	O
කටයුතු	O
වැඩි	O
දියුණු	O
කොට	O
උසස්	O
අධ්‍යාපනය	O
කරා	O
එළැඹීමට	O
අවස්ථාව	O
සලසාදීමේ	O
අටියෙන්	O
විටින්	O
විට	O
ශිෂ්‍යත්ව	O
පිරිනැමීමට	O
ද	O
පියවර	O
ගෙන	O
ඇත	O
.	O
සෞඛ්‍ය	O
තත්ත්වය	O
නඟාලීම	O
වෙනුවෙන්	O
නොයෙකුත්	O
ව්‍යාපෘත	O
සංවිධානය	O
මඟින්	O
දියත්	O
කොට	O
ඇත	O
.	O
බදුල්ල	LOC
මහා	O
ආරෝග්‍යා	O
ශාලාවට	O
විවිධ	O
ප්‍රදානයන්	O
මේ	O
ආයතනය	O
මඟින්	O
සපයා	O
ඇති	O
අතර	O
අනාගතයේ	O
දී	O
එවැනි	O
ව්‍යාපෘති	O
ගණනාවක්	O
ම	O
දියත්	O
කිරීමට	O
ද	O
තීරණය	O
කොට	O
ඇත	O
.	O
අද	O
(	O
28	O
)	O
පැවැත්වෙන	O
සංදර්ශනයෙන්	O
ලැබෙන	O
සියලු	O
ම	O
ආදායම්	O
අනාගත	O
සහනාධාර	O
ව්‍යාපෘති	O
සඳහා	O
යොදවන	O
බව	O
අපට	O
දැනගන්නට	O
ලැබිණි	O
.	O
ද	ORG
මැසනඩ්	ORG
විදුහල	O
මෙවර	O
ක්‍රිකට්	O
සැණකෙළියට	O
කඳාන	LOC
ද	ORG
මැසනඩ්	ORG
විදුහලේ	O
එක්සත්	LOC
රාජධානියේ	LOC
ආදි	O
ශිෂ්‍ය	O
සංගමයේ	O
වාර්ෂික	O
සමුළුව	O
පසුගිය	O
19වැනි	O
දින	O
ලන්ඩන්	LOC
නුවර	O
ප්‍රින්ස්	LOC
ඔෆ්	LOC
සිලෝන්	LOC
හෝටලයේ	O
දී	O
පැවැත්විණි	O
.	O
මෙම	O
හමුවෙහි	O
ප්‍රධාන	O
කටයුත්ත	O
වූයේ	O
2004	O
වසරට	O
නව	O
නිලධාරි	O
මඩුල්ල	O
පත්	O
කිරීමේ	O
සභාපති	O
ධූරය	O
සඳහා	O
සම්පත්	PER
වික්‍රමරත්න	PER
මහතා	O
නිතරගයෙන්	O
පත්	O
විය	O
.	O
බ්‍රිතාන්‍ය	NE
පාපන්දු	O
ක්‍රීඩාවට	O
සම්බන්ධ	O
වික්‍රමරත්න	PER
මහතා	O
විනිසුරුකරුවකු	O
ලෙස	O
කටයුතු	O
කරන	O
අතර	O
එම	O
වරම	O
ලබා	O
ගත්	O
එක	O
ම	O
ශ්‍රී	O
ලාංකිකයා	O
ද	O
ඔහු	O
ය	O
.	O
සංගමයේ	O
ලේකම්	O
ධූරය	O
වෙනුවෙන්	O
විදුහලේ	O
හිටපු	O
ක්‍රිකට්	O
නායකයකු	O
හා	O
පුහුණුකරුවකු	O
වූ	O
වර්නන්	PER
සේනානායක	PER
මහතා	O
පත්	O
වූ	O
අතර	O
භාණ්ඩාගාරික	O
ලෙස	O
හිටපු	O
පාසල්	O
පැසිපන්දු	O
නායකයකු	O
වූ	O
පාසල්	O
වර්ණලාභී	O
සමන්ත	PER
ඒකනායක	PER
මහතා	O
පත්	O
විය	O
.	O
සංගමයේ	O
අනුශාසක	O
ලෙස	O
වත්මන්	O
විදුහල්පති	O
කැමිලස්	PER
සිල්වා	PER
සහෝදරතුමා	O
ද	O
ජ්‍යෙෂ්ඨ	O
විධායකවරුන්	O
ලෙස	O
නෙවිල්	PER
ජයවර්ධන	PER
සහ	O
දොන්	PER
හියුබට්	PER
යන	O
මහත්වරු	O
ද	O
තේරී	O
පත්	O
වූහ	O
.	O
කාලාන්තරයක්	O
තිස්සේ	O
බ්‍රිතාන්‍යයේ	LOC
මහත්	O
උත්කර්ෂවත්	O
අන්දමින්	O
වාර්ෂික	O
ව	O
පැවැත්වෙන	O
ශ්‍රී	NE
ලාංකික	NE
පාසල්	O
ආදි	O
ශිෂ්‍ය	O
සංගම්	O
අතර	O
පැවැත්වෙන	O
ක්‍රිකට්	O
සැණකෙළියට	O
මෙතෙක්	O
කඳාන	LOC
ද	ORG
මැසනඩ්	ORG
විදුහල	O
ඇතුළත්	O
නොවු	O
අතර	O
2004	O
වසර	O
වෙනුවෙන්	O
පැවැත්වෙන	O
සැණකෙළියට	O
කණ්ඩායමක්	O
වශයෙන්	O
සහභාගී	O
වීමේ	O
වරම	O
මෙදා	O
ලැබුණු	O
බව	O
සමිති	O
වාරයේ	O
දී	O
ප්‍රකාශයට	O
පත්	O
වීම	O
පැමිණ	O
සිටි	O
සැමගේ	O
සතුටට	O
හේතු	O
විය	O
.	O
ජූනී	NE
මාසයේ	O
දී	O
පැවැත්වීමට	O
නියමිත	O
එම	O
තරගාවලියට	O
පෙරහුරුවක්	O
ලෙස	O
සාන්ත	ORG
බෙනඩික්	ORG
ආදි	O
ශිෂ්‍ය	O
කණ්ඩායම	O
සමග	O
සුහද	O
තරගයක්	O
පැවැත්වීමට	O
ද	O
මෙහි	O
දී	O
තීරණය	O
විය	O
.	O
ලන්ඩන්	LOC
විත්ති	O
–	O
2	O
එතෙර	O
මාහිමිවරුන්	O
හෙළ	ORG
උරුමයේ	ORG
සහායට	O
වඩින	O
කතාව	O
වැරැදියි	O
හෙළ	ORG
උරුමයේ	ORG
මැතිවරණ	O
ව්‍යාපාරයට	O
සහාය	O
දීමට	O
විදේශවල	O
නායක	O
හිමිවරු	O
ශ්‍රී	LOC
ලංකාවට	LOC
වැඩම	O
කරන්නේ	O
යැයි	O
පසුගිය	O
22වැනි	O
දා	O
ශ්‍රී	LOC
ලංකාවේ	LOC
ඇතැම්	O
පුවත්පත්වල	O
පළ	O
වූ	O
ප්‍රවෘත්තිය	O
ගැන	O
කනගාටුව	O
පළ	O
කරන	O
ලන්ඩන්	LOC
නුවර	O
කිංස්බරිහි	LOC
ශ්‍රී	ORG
සද්ධාතිස්ස	ORG
බෞද්ධ	ORG
මධ්‍යස්ථානයේ	ORG
අධිපති	O
ගලයායේ	PER
පියදස්සි	PER
හිමිපාණන්	O
පවසා	O
සිටින්නේ	O
තමා	O
කිසිම	O
ආකාරයකින්	O
මොනම	O
දේශපාලන	O
පක්ෂයක	O
මැතිවරණ	O
ව්‍යාපාරයකට	O
සහාය	O
ලබා	O
නොදෙන	O
බවයි	O
.	O
භික්ෂූන්	O
වහන්සේ	O
දේශපාලනයට	O
පිවිසීම	O
ගැන	O
තමා	O
තුළ	O
කිසිම	O
පැහැදීමක්	O
නොමැති	O
බවත්	O
,	O
කිසිම	O
දේශපාලන	O
සමුළුවක	O
(	O
පුවත්වල	O
සඳහන්	O
වූ	O
පරිදි	O
)	O
දේශනා	O
පැවැත්වීමට	O
තමන්	O
වහන්සේ	O
සූදානම්	O
නොමැති	O
බවත්	O
තරයේ	O
පවසා	O
සිටියහ	O
.	O
ඉන්දීය	NE
මහ	O
මැතිවරණය	O
සිරගත	O
ව	O
සිටින්නන්ට	O
තරග	O
කිරීමේ	O
තහනමට	O
අදාළ	O
පහළ	O
උසාවියෙන්	O
දුන්	O
තීන්දුව	O
ශ්‍රේෂ්ඨාධිකරණය	O
ඉවත	O
දමයි	O
නවදිල්ලියේ	LOC
දී	O
දැනට	O
ක්රියාත්මක	O
ව	O
පවත්නා	O
ඉන්දීය	NE
මහමැතිවරණයේ	O
දී	O
සිරගත	O
ව	O
සිටින්නන්ට	O
ඒ	O
සඳහා	O
තරග	O
කිරීම	O
තහනම්	O
කැරෙමින්	O
පහළ	O
උසාවියකින්	O
නිකුත්	O
කළ	O
තීන්දුවක්	O
,	O
ක්රියාත්මක	O
කිරීමට	O
දැන්	O
ප්‍රමාද	O
වැඩි	O
බව	O
ප්රකාශ	O
කරමින්	O
ඉන්දීය	NE
ශ්‍රේෂ්ඨාධිකරණය	O
විසින්	O
පෙරේදා	O
එය	O
ප්‍රතිකේෂ්ප	O
කරන	O
ලදී	O
.	O
එහෙත්	O
ඉදිරි	O
මැතිවරණවල	O
දී	O
