විජ්ජා	O	FRW
ගැන	O	POST
ලියැවුණු	O	VP
මෙවන්	O	RB
අගනා	O	JJ
ග්‍රන්ථයන්	O	NNN
සමූහයක්	O	NNN
ශ්‍රී	LOC	NNPI
ලංකාවෙන්	LOC	NNPI
හෝ	O	CC
ලෝකයේ	O	NNN
වෙනත්	O	DET
කිසිම	O	DET
තැනකින්	O	NNN
සොයා	O	VNF
ගත	O	VP
නොහැක	O	?
.	O	.
මේ	O	DET
ගැන	O	POST
අප	O	PRP
දැනුවත්	O	JVB
කළ	O	VP
ආචාර්ය	O	NNM
සුනිල්	PER	NNPA
කාරියකරවන	PER	NNPA
මහතා	O	NNM
පවසා	O	VNF
සිටියේ	O	VP
මෙහි	O	PRP
වටිනාකම	O	NNN
වචනින්	O	default
කිව	O	VP
නොහැකි	O	?
බව	O	?
යි	O	RP
.	O	.
එතුමා	O	PRP
පවසන	O	VP
අන්දමට	O	NNN
එය	O	PRP
අපට	O	PRP
ලැබුණු	O	VP
නිධානයකි	O	NNN
.	O	.
නමුත්	O	CC
මෙවන්	O	RB
සම්පතකින්	O	NNN
කිසිදු	O	DET
ප්‍රයෝජනයක්	O	NNN
නොගෙන	O	VP
මුල්ලකට	O	NNN
විසිකර	O	VNF
තිබීම	O	VNN
කොතරම්	O	DET
කනගාටුදායක	O	JJ
ද	O	RP
?	O	.
නව	O	JJ
භාරකාරත්වයකට	O	NNN
පත්	O	?
වූ	O	VP
පසු	O	RP
මේ	O	DET
තත්ත්වය	O	NNN
උද්ගත	O	NVB
වූයේ	O	VP
යැයි	O	CC
කාරියකරවන	PER	NNPA
මහතා	O	NNM
පවසයි	O	VFM
.	O	.
තවත්	O	DET
කනගාටුදායක	O	JJ
සිද්ධියක්	O	NNN
වන්නේ	O	VP
1980න්	O	QFNUM
පසු	O	RP
ව	O	RP
කිසිම	O	DET
ග්‍රන්ථයක්	O	NNN
ශ්‍රී	LOC	NNPI
ලංකාවෙන්	LOC	NNPI
පුස්තකාලය	O	NNN
වෙත	O	POST
නොඑවීමයි	O	VNN
.	O	.
පුස්තකාල	O	NNN
නිලධාරීන්	O	NNM
මේවායේ	O	PRP
වටිනාකම	O	NNN
අවබෝධ	O	NVB
කොට	O	VNF
ගෙන	O	VNF
තිබිය	O	VP
දී	O	POST
අපේ	O	PRP
බලධාරීන්	O	NNM
හෝ	O	CC
ශ්‍රී	NE	NNPI
ලාංකික	NE	NNPI
පුරවැසියන්	O	NNM
මෙසේ	O	RB
අකර්මණ්‍ය	O	JVB
තත්ත්වයකට	O	NNN
මෙම	O	DET
පොත්	O	NNN
පත්	O	?
දමා	O	VNF
තිබීම	O	VNN
මොනතරම්	O	DET
අවසනාවක්	O	NNN
ද	O	RP
?	O	.
පුස්තකාල	O	NNN
නිලධාරීන්	O	NNM
අතීතයේ	O	NNN
කිහිප	O	PRP
විටක්	O	NNN
මෙම	O	DET
වටිනාකම	O	NNN
තේරුම්	O	NVB
ගෙන	O	VNF
වැඩදායි	O	JJ
වැඩ	O	NNN
පිළිවෙළක්	O	NNN
සූදානම්	O	NVB
කිරීමට	O	VNN
උත්සාහ	O	NVB
ගත්ත	O	VP
ද	O	RP
ශ්‍රී	O	NNPI
ලාංකිකයින්ගේ	O	NNM
මන්දෝත්සාහය	O	NNN
නිසා	O	RP
අඩපණ	O	JVB
වී	O	VNF
ඇත	O	VFM
.	O	.
කෙසේ	O	RB
හෝ	O	CC
නව	O	JJ
පුස්තකාල	O	NNN
පරිපාලනය	O	NNN
මේ	O	DET
වටිනාකම	O	NNN
නැවතත්	O	RB
අවබෝධ	O	NVB
කර	O	VNF
ගෙන	O	VNF
සති	O	NNN
10ක්	O	QFNUM
වැනි	O	POST
සුළු	O	JJ
කාලයක්	O	NNN
සඳහා	O	POST
හෝ	O	CC
ආචාර්ය	O	NNM
සුනිල්	PER	NNPA
කාරියකරවන	PER	NNPA
මහතා	O	NNM
පුස්තකාලයේ	O	NNN
සිංහල	NE	NNPI
පාලක	O	NNM
වශයෙන්	O	POST
පත්	O	?
කර	O	VNF
ඇත	O	VFM
.	O	.
ඉතාමත්	O	RP
සුළු	O	JJ
කාලයක්	O	NNN
තුළදී	O	POST
හැකි	O	?
පමණින්	O	RP
4000කට	O	QFNUM
අධික	O	JJ
වූ	O	VP
මෙම	O	DET
ග්‍රන්ථයන්	O	NNN
ලැයිස්තු	O	NNN
ගත	O	VP
කිරීමේ	O	VNN
කටයුත්ත	O	NNN
ආරම්භ	O	NVB
කොට	O	VNF
ඇත	O	VFM
.	O	.
ග්‍රන්ථවල	O	NNN
ඇති	O	VP
පුළුල්	O	JVB
බව	O	?
සහ	O	CC
විෂය	O	NNN
සම්භාරය	O	NNN
අධික	O	JJ
නිසා	O	RP
එවැනි	O	JJ
සුළු	O	JJ
කාලයකදී	O	NNN
එය	O	PRP
නිම	O	JVB
කිරීම	O	VNN
ඉතාම	O	RP
අපහසු	O	JVB
කාර්යයක්	O	NNN
බව	O	?
ඒ	O	DET
මහතා	O	NNM
පැවසීය	O	VFM
.	O	.
නමුත්	O	CC
ඊට	O	RP
වඩා	O	RP
දීර්ඝ	O	JJ
කාලයක්	O	NNN
සඳහා	O	POST
එම	O	DET
වගකීම	O	NNN
ඔහු	O	PRP
වෙත	O	POST
පැවරීමට	O	VNN
පුස්තකාල	O	NNN
පරිපාලනයට	O	VPP
අපහසු	O	JVB
වීම	O	VNN
තුළින්	O	POST
මෙම	O	DET
මහඟු	O	JJ
කාර්යය	O	NNN
නැවතත්	O	RB
වතාවක්	O	NNN
අඩපණ	O	JVB
වේදෝ	O	VFM
සැකයක්	O	NNN
දැන්	O	RB
මතුවී	O	VNF
තිබේ	O	VFM
.	O	.
ආචාර්ය	O	NNM
කාරියකරවන	PER	NNPA
මහතාගේ	O	NNM
උත්සාහය	O	NNN
එතනින්	O	RB
නොනැවතී	O	VNF
වගකිව	O	VP
යුතු	O	?
සියලු	O	DET
දෙනාම	O	NNN
මේ	O	DET
පිළිබඳව	O	POST
දැනුවත්	O	JVB
කිරීමට	O	VNN
ද	O	RP
ඔහු	O	PRP
වෙහෙස	O	NVB
දැරීය	O	VFM
.	O	.
මෙහි	O	PRP
ප්‍රතිඵලයක්	O	NNN
ලෙස	O	POST
පුස්තකාල	O	NNN
පරිපාලනය	O	NNN
බ්‍රිතාන්‍යයේ	LOC	NNPI
පිහිටි	O	VP
ශ්‍රී	LOC	NNPI
ලංකා	LOC	NNPI
මහ	LOC	JJ
කොමසාරිස්	LOC	NNM
කාර්යාලයේ	LOC	NNN
නිලධාරීන්	O	NNM
සමග	O	CC
සාකච්ඡා	O	NNN
ආරම්භ	O	NVB
කිරීමටත්	O	VNN
ඒ	O	DET
තුළින්	O	POST
බ්‍රිතාන්‍ය	LOC	NNPI
පුස්තකාල	LOC	NNN
අධිකාරියට	O	NNM
මෙහි	O	PRP
යථාර්ථය	O	NNN
පහදා	O	VNF
දීමටත්	O	VNN
ගිවිස	O	VNF
ගෙන	O	VNF
ඇත	O	VFM
.	O	.
පළමු	O	QFNUM
සැසිවාරය	O	NNN
හෙට	O	NNN
(	O	(
29වැනි	O	QFNUM
දා	O	NNN
)	O	)
ශ්‍රී	LOC	NNPI
ලංකා	LOC	NNPI
මහ	LOC	JJ
කොමසාරිස්	LOC	NNM
කාර්යාලයේ	LOC	NNN
දී	O	POST
පැවැත්වෙන	O	VP
අතර	O	POST
මේ	O	DET
ගැන	O	POST
හිත	O	NNN
ඇති	O	VP
සියලුම	O	DET
ශ්‍රී	O	NNPI
ලාංකිකයන්ට	O	NNM
සුනිල්	PER	NNPA
කාරියකරවන	PER	NNPA
මහතා	O	NNM
ඉතා	O	RP
සාදරයෙන්	O	JJ
ඇරයුම්	O	NVB
කිරීමට	O	VNN
ද	O	RP
අමතක	O	JVB
නොකළේ	O	VP
ය	O	RP
.	O	.
එම	O	DET
උත්සාහය	O	NNN
සාර්ථක	O	JJ
වී	O	VNF
පුස්තකාල	O	NNN
අධිකාරිය	O	NNN
විසින්	O	POST
ඒ	O	DET
මහතාට	O	NNM
මෙම	O	DET
කාර්යය	O	NNN
තවදුරටත්	O	RP
කර	O	VNF
ගෙන	O	VNF
යාමට	O	VNN
අවසර	O	NVB
දුනහොත්	O	VNF
12වැනි	O	QFNUM
සියවසේ	O	QFNUM
පන්	O	JJ
කොළවල	O	NNN
ලියවුණු	O	VP
කවි	NE	NNN
සිළුමිණ	NE	NNPI
වැනි	O	POST
අපේ	O	PRP
උතුම්	O	JJ
ග්‍රන්ථයන්	O	NNN
පරිගණක	O	NNN
අන්තර්ජාල	O	NNN
සහ	O	CC
වෙබ්	O	NNPI
අඩවි	O	NNN
තුළින්	O	POST
ලොව	O	NNN
පුරා	O	POST
සිටින	O	VP
ශ්‍රී	O	NNPI
ලාංකිකයන්ට	O	NNM
කියවීමේ	O	VNN
මහඟු	O	JJ
අවස්ථාවක්	O	NNN
උදාවනු	O	VP
ඇතැයි	O	VV
කාරියකරවන	PER	NNPA
මහතා	O	NNM
වැඩිදුරටත්	O	RB
පැවසීය	O	VFM
.	O	.
ඉරාක	NE	NNPI
යුද්ධයට	O	NNN
වසරක්	O	NNN
පිරෙන	O	VP
දා	O	NNN
ලන්ඩනය	LOC	NNPI
පුරා	O	POST
යුද	O	NNN
විරෝධී	O	JJ
රැළි	O	NNN
ඉරාකයට	NE	NNPI
විරුද්ධ	O	JJ
ව	O	RP
දියත්	O	NVB
කළ	O	VP
යුද්ධයට	O	NNN
වසරක්	O	NNN
පිරෙන	O	VP
දිනයේ	O	NNN
දී	O	POST
මුළු	O	DET
ලන්ඩනය	LOC	NNPI
පුරා	O	POST
දහස්	O	QFNUM
සංඛ්‍යාත	O	NNN
පිරිස්	O	NNM
විසින්	O	POST
ඒ	O	DET
වෙනුවෙන්	O	POST
විරෝධය	O	NNN
පළ	O	?
කරමින්	O	VNF
උද්ඝෝෂණ	O	NNN
රැළි	O	NNN
පවත්වන	O	VP
ලදී	O	VFM
.	O	.
ට්‍රැපල්ගා	LOC	NNPI
චත්‍රරශ්‍රයේ	LOC	NNN
දී	O	POST
ආරම්භ	O	NVB
වූ	O	VP
මේ	O	DET
රැළිය	O	NNN
පැය	O	NNN
ගණනක්	O	NNN
තිස්සේ	O	POST
පැවැති	O	VP
අතර	O	POST
වඩාත්	O	RP
කැපී	O	VNF
පෙනෙන	O	VP
සිද්ධිය	O	NNN
බවට	O	?
පත්	O	?
වූයේ	O	VP
යුද	O	NNN
විරෝධී	O	JJ
දෙදෙනෙක්	O	NNM
බිග්	LOC	NNPI
බෙන්	LOC	NNPI
කුළුණ	LOC	NNN
මුදුනට	O	NNN
නැගී	O	VNF
ධජයක්	O	NNN
ලෙළදීමට	O	VNN
සැලැස්වීමයි	O	VFM
.	O	.
සිංහල	NE	NNPI
අලුත්	O	JJ
අවුරුදු	O	NNN
ලන්ඩනයේ	LOC	NNPI
මෙවරත්	O	NNN
ජයට	O	JJ
ම	O	RP
මෙවරත්	O	NNN
සිංහල	NE	NNPI
හින්දු	NE	NNPI
අලුත්	O	JJ
අවුරුදු	O	NNN
උළෙල	O	NNN
වෙනුවෙන්	O	POST
ලන්ඩනය	LOC	NNPI
පුරා	O	POST
උත්සව	O	NNN
ගණනාවක්ම	O	NNN
සංවිධානය	O	NVB
කොට	O	VNF
ඇති	O	VP
බව	O	?
අපට	O	PRP
දැනගන්නට	O	VNN
ලැබී	O	VNF
ඇත	O	VFM
.	O	.
ක්‍රොයිඩන්	LOC	NNN
පුරවරයේ	O	NNN
පිහිටි	O	VP
තේම්ස්	LOC	NNPI
බෞද්ධ	LOC	NNPI
විහාරය	LOC	NNN
විසින්	O	POST
සංවිධානය	O	NVB
කරන	O	VP
අලුත්	O	JJ
අවුරුදු	O	NNN
උළෙල	O	NNN
ලබන	O	VP
මස	O	NNN
11වැනි	O	QFNUM
දිනට	O	NNN
ෆාස්ට්	O	NNPI
කෑෂ්	O	NNPI
ආයතනයේ	O	NNN
මූලික	O	JJ
අනුග්‍රාහකත්වයෙන්	O	NNN
පැවැත්වීමට	O	VNN
නියමිත	O	JJ
ය	O	RP
.	O	.
තේම්ස්	LOC	NNPI
බෞද්ධ	LOC	NNPI
විහාරයේ	LOC	NNN
ප්‍රධාන	O	JJ
සංඝනායක	O	NNM
පහළගම	PER	NNPA
සෝමරතන	PER	NNPA
හිමිපාණන්ගේ	O	NNM
මූලිකත්වයෙන්	O	?
පැවැත්වෙන	O	VP
මෙම	O	DET
උළෙල	O	NNN
ශ්‍රී	NE	NNPI
ලංකා	NE	NNPI
වාසීනට	O	NNM
ආවේණික	O	JVB
වූ	O	VP
පරම්පරාගත	O	JJ
සංස්කෘතික	O	JJ
අංග	O	NNN
ගණනාවකින්	O	NNN
ම	O	RP
අලංකාර	O	JVB
වනු	O	VP
ඇත	O	VFM
.	O	.
දවස	O	NNN
මුළුල්ලේ	O	POST
ම	O	RP
පවතින	O	VP
කෙළි	O	NNN
සෙල්ලම්වලට	O	NNN
අමතර	O	JJ
ව	O	RP
පැමිණෙන	O	VP
සියල්ලන්ට	O	NNM
ශ්‍රී	O	NNPI
ලාංකික	O	NNPI
ආහාරවල	O	NNN
රස	O	NVB
බැලීමේ	O	VNN
අවස්ථාව	O	NNN
ද	O	RP
උදා	O	JVB
වෙනු	O	VP
ඇත	O	VFM
.	O	.
මහා	O	JJ
සංඝයාට	O	NNM
පිදෙන	O	VP
දානමය	O	JJ
පුණ්‍යකර්මය	O	NNN
ද	O	RP
එදිනෙදා	O	NNN
කැපී	O	VNF
පෙනෙන	O	VP
තවත්	O	DET
විශේෂ	O	JJ
අංගයකි	O	NNN
.	O	.
"	O	"
හෙළ	O	NNPI
සරණ	O	NNN
"	O	"
පතා	O	VNF
ලන්ඩනයේ	LOC	NNPI
ජගත්	PER	NNN
,	O	,
බෙග්	PER	NNPA
සහ	O	CC
ජී.	O	NNPA
එස්.	O	NNPA
බී.	O	NNPI
එක්සත්	LOC	JJ
රාජධානියේ	LOC	NNPI
"	O	"
හෙළ	ORG	NNPI
සරණ	ORG	NNN
"	O	"
ආයතනයට	O	NNN
ආධාර	O	NNN
පිණිස	O	POST
පැවැත්වෙන	O	VP
සංගීත	O	NNN
සංදර්ශනයක්	O	NNN
අද	O	NNN
(	O	(
28වැනි	O	QFNUM
දා	O	NNN
)	O	)
ලන්ඩනයේ	LOC	NNPI
දී	O	POST
පැවැත්වීමට	O	VNN
නියමිත	O	JJ
ය	O	RP
.	O	.
සංගීතවේදී	O	NNM
ජගත්	PER	NNN
වික්‍රමසිංහ	PER	NNPA
,	O	,
ඉෂාක්	PER	NNPA
මොහිදීන්	PER	NNPA
බෙග්	PER	NNPA
සහ	O	CC
ගීත	O	NNN
කෝකිලා	O	NNF
ජී.	O	NNPA
එස්.	O	NNPA
බී.	O	NNPI
රාණි	PER	NNPA
මෙම	O	DET
සංදර්ශනයට	O	NNN
ගීත	O	NNN
ගායනයෙන්	O	NNN
හවුල්	O	NVB
වෙන	O	VP
අතර	O	POST
විජේරත්න	PER	NNPA
රණතුංග	PER	NNPA
,	O	,
ඩී.	O	NNPA
ඩී.	O	NNPA
ගුණසේකර	PER	NNPA
සහ	O	CC
හේමපාල	PER	NNPA
පෙරේරා	PER	NNPA
යන	O	?
ශීල්පීන්	O	NNM
වාදනයෙන්	O	NNN
හවුල්	O	NVB
වනු	O	VP
ඇත	O	VFM
.	O	.
එක්සත්	LOC	JJ
රාජධානියේ	LOC	NNPI
සිට	O	POST
ශ්‍රී	LOC	NNPI
ලංකාවේ	LOC	NNPI
සුභ	O	JJ
සාධනය	O	NNN
වෙනුවෙන්	O	POST
වෙහෙසන	O	VP
පුණ්‍ය	O	JJ
ආයතන	O	NNN
අතර	O	POST
ප්‍රමුඛ	O	JJ
ස්ථානයක්	O	NNN
ගන්නා	O	VP
හෙළ	ORG	NNPI
සරණ	ORG	NNN
සංවිධානය	O	NVB
1996	O	QFNUM
වසරේ	O	NNN
දී	O	POST
ආරම්භ	O	NVB
වූ	O	VP
අතර	O	POST
ඒ	O	DET
මුඛ්‍ය	O	JJ
අරමුණ	O	NNN
වූයේ	O	VP
මායිම්	O	NVB
ගම්වල	O	NNN
වෙසෙන	O	VP
පිරිස්වලට	O	NNM
නිවාස	O	NNN
තනා	O	NNN
දීම	O	VNN
ය	O	RP
.	O	.
මේ	O	DET
වන	O	VP
විට	O	RP
ඔවුන්	O	PRP
ජීවත්	O	NVB
වූ	O	VP
ගරා	O	NVB
වැටුණු	O	VP
කටුමැටි	O	JJ
නිවෙස්	O	NNN
වෙනුවට	O	POST
ගඩොලින්	O	NNN
තනන	O	NNN
ලද	O	VP
නිවාස	O	NNN
රාශියක්	O	NNN
ලබා	O	VNF
දීමට	O	VPP
හෙළ	ORG	NNPI
සරණ	ORG	NNN
ආයතනය	O	NNN
සමත්	O	?
වී	O	VNF
ඇත	O	VFM
.	O	.
හෙළ	ORG	NNPI
සරණ	ORG	NNN
ආයතනය	O	NNN
කිසි	O	DET
විටෙකත්	O	NNN
මුදල්	O	NNN
,	O	,
ආහාර	O	NNN
හෝ	O	CC
ඇඳුම්	O	NNN
වැනි	O	POST
කෙටි	O	JJ
කාලීන	O	JJ
සහනාධාරවලට	O	NNN
මූලික්තවයක්	O	NVB
නොදෙන	O	VP
අතර	O	POST
දීර්ඝ	O	JJ
කාලීන	O	JJ
ආදායම්	O	NNN
මාර්ග	O	NNN
ලබා	O	VNF
දෙන	O	VP
කෘෂිකාර්මික	O	JJ
ව්‍යාපෘති	O	NNN
කෙරෙහි	O	POST
වැඩි	O	JJ
අවධානයක්	O	NNN
යොමු	O	?
කොට	O	VNF
